국가별,시점,인당_GDP,부채비율,실업률,상품및서비스수입,상품및서비스수출,정치적안정성,규제의질,경상수지
필리핀,2015,3001.043182,44.7,3.07,15.00894042,9.967003067,20,52,2.370947775
필리핀,2016,3073.654686,42.1,2.69,18.81317378,9.206456502,10,54,-0.376262947
필리핀,2017,3123.245642,42.1,2.55,15.14503402,17.40178115,11,56,-0.652387671
필리핀,2018,3252.110274,41.8,2.34,14.6445679,11.81633785,13,53,-2.559391605
필리핀,2019,3485.340844,39.6,2.24,2.332944568,2.636017268,17,55,-0.808558128
필리핀,2020,3298.829586,53.5,3.36,-21.57035028,-16.25226565,19,53,3.067367323
헝가리,2005,11225.93258,60.5,7.19,8.039777133,12.87532778,80,79,-9.874719888
헝가리,2006,11493.10041,64.4,7.49,15.11451821,19.51847969,81,86,-7.276180676
헝가리,2007,13944.97101,65.5,7.41,14.14624429,16.10438314,72,86,-7.280948313
헝가리,2008,15777.19202,71.7,7.82,5.892828775,6.691641824,71,86,-7.024499975
헝가리,2009,13081.79264,78,10.03,-14.18679001,-10.72379882,64,82,-0.680348472
헝가리,2010,13223.083,80,11.17,9.744586917,11.11821366,69,81,0.258370513
헝가리,2011,14240.2575,80.3,11.03,4.05437017,6.407736438,70,81,0.624334161
헝가리,2012,12989.18028,78.1,11,-3.14071018,-1.703779244,69,79,1.544089096
헝가리,2013,13719.95054,77.2,10.18,4.115932861,4.10299087,71,78,3.437639657
헝가리,2014,14298.83367,76.5,7.73,10.90108093,9.197783279,69,75,1.137382715
헝가리,2015,12720.71202,75.7,6.81,5.676976572,7.365379523,70,75,2.336481675
헝가리,2016,13107.37791,74.8,5.12,3.470685093,3.804183205,67,72,4.551530851
헝가리,2017,14623.69665,72.1,4.16,8.396545906,6.475446152,75,74,1.934488521
헝가리,2018,16427.37276,69.1,3.71,6.963504261,4.984565186,71,72,0.25843364
헝가리,2019,16735.65978,65.5,3.42,8.207330249,5.422690096,72,73,-0.673588947
헝가리,2020,15980.74089,79.6,4.35,-3.484515118,-5.933476358,75,68,-1.475104742
호주,2005,34080.9999,1.7,5.03,12.49949395,3.459555597,76,94,-6.235720216
호주,2006,36117.48798,0,4.78,8.461233964,2.988318597,79,95,-6.062232621
호주,2007,41001.14298,-2.2,4.38,10.36380527,4.156448654,79,96,-7.513625113
호주,2008,49654.9106,-3.4,4.23,14.48590229,4.019527555,80,97,-4.939847124
호주,2009,42783.32257,-0.9,5.56,-3.712067749,2.417885224,77,99,-5.268980834
호주,2010,52087.97229,3.7,5.21,6.944700115,4.705703039,78,97,-3.896363502
호주,2011,62574.1457,6.4,5.08,10.4291115,0.847768713,75,98,-3.178403636
호주,2012,68027.84171,10.2,5.22,11.30136591,4.605174389,82,97,-4.169579902
호주,2013,68156.62792,10.4,5.66,0.697635819,5.310459232,83,97,-3.255308103
호주,2014,62511.69059,13.1,6.08,-2.912088761,6.075245539,85,98,-3.093746222
호주,2015,56707.02208,15.1,6.05,1.518684461,6.854067757,76,96,-4.217495101
호주,2016,49881.76371,18.3,5.71,-0.325584798,6.403864132,89,98,-3.413143013
호주,2017,53934.25018,18.3,5.59,5.247607812,5.497191768,80,98,-2.717911242
호주,2018,57180.7794,18.5,5.3,6.95673617,4.114643151,85,98,-2.092526706
호주,2019,54875.28596,19.2,5.16,0.201911522,3.968158399,79,99,0.55019333
호주,2020,51692.84275,24.8,6.61,-7.666706177,-1.741033203,73,98,2.727147673
